,latitud,longitud,barrio,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price
52389,-34.588321,-58.410757,Palermo,departamento,2,1,33,33,82000
79335,-34.6161363,-58.4301665,Caballito,departamento,4,3,135,87,225000
229220,-34.6135747,-58.4404941,Caballito,departamento,3,2,55,52,110000
445467,-34.6166184,-58.3866237,Monserrat,departamento,3,2,80,73,175000
181984,-34.5532793,-58.44884,Belgrano,departamento,3,2,177,177,595000
189659,-34.5678305,-58.4333428,Palermo,departamento,2,1,41,37,119000
4726,-34.6179113,-58.4799324,Flores,departamento,3,2,49,46,74900
218246,-34.5993876,-58.4854088,Villa del Parque,casa,4,3,205,160,395000
334679,-34.6076095,-58.5142333,Villa Devoto,departamento,3,2,55,51,117000
313792,-34.578604,-58.5088319,Villa Pueyrredón,ph,1,1,40,40,80000
202836,-34.581534,-58.4220623,Palermo,departamento,4,3,128,123,395300
428423,-34.607149,-58.4033935,Balvanera,departamento,5,3,74,74,69900
432120,-34.600213,-58.4914287,Villa del Parque,departamento,4,3,88,76,208000
241459,-34.6005497912,-58.4103179651,Balvanera,departamento,2,1,41,41,63000
29011,-34.5697658,-58.4916604,Villa Urquiza,departamento,2,1,55,55,134796
397067,-34.622393,-58.4735349,Flores,departamento,2,1,50,42,104500
327793,-34.591766,-58.391875,Recoleta,departamento,4,3,143,140,390000
310611,-34.5719503,-58.4489567,Colegiales,departamento,2,1,55,48,134901
243631,-34.576473102,-58.4582550064,Colegiales,departamento,3,2,44,40,99500
200554,-34.5529609,-58.4634838,Nuñez,departamento,1,1,40,40,93000
57521,-34.5799339,-58.429597,Palermo,departamento,2,1,75,74,159000
39739,-34.5734219,-58.4410207,Colegiales,departamento,2,1,46,43,139900
256064,-34.6132727,-58.4219629,Almagro,departamento,3,2,135,95,259000
388709,-34.6194061,-58.4519993,Caballito,departamento,2,1,36,36,69000
62434,-34.624326,-58.383161,San Cristobal,departamento,3,2,58,58,105000
246511,-34.578708,-58.4341718,Palermo,departamento,2,1,39,34,89000
37204,-34.5938206,-58.4001607,Barrio Norte,departamento,2,1,46,33,79000
368997,-34.5992498,-58.4113613,Balvanera,departamento,3,2,76,69,169000
432179,-34.5862857,-58.5088384,Villa Pueyrredón,ph,2,1,46,46,87000
280174,-34.6210876,-58.3756662,San Telmo,departamento,4,3,184,123,265000
187675,-34.6202818,-58.4279788,Almagro,departamento,3,2,56,52,128000
438828,-34.6295281,-58.3736866,Barracas,casa,6,4,270,200,360000
251735,-34.61876855517874,-58.441803128822414,Caballito,ph,3,2,110,85,220000
256324,-34.5813473,-58.4222013,Palermo,departamento,2,1,40,38,112000
326436,-34.6098491,-58.4813477,Villa del Parque,departamento,3,2,80,53,115000
116319,-34.5919448,-58.3936088,Recoleta,departamento,2,1,43,43,215000
400141,-34.617646048,-58.4788513184,Villa Santa Rita,departamento,1,1,37,33,63000
17794,-34.5968486,-58.4248114,Palermo,departamento,2,1,43,43,85000
384410,-34.5639864,-58.4592979,Belgrano,departamento,3,2,90,75,229000
204988,-34.5897604439,-58.4931663812,Agronomía,ph,2,1,162,60,139900
404673,-34.56249044330229,-58.4546909450343,Belgrano,departamento,5,4,142,126,495000
274579,-34.5895155408,-58.4347235815,Palermo,departamento,3,2,122,80,380000
379631,-34.6387,-58.374163,Barracas,departamento,2,1,59,54,106800
454797,-34.6041937,-58.4557784,Villa Crespo,departamento,2,1,45,41,100000
167262,-34.5781014,-58.4377611,Palermo,departamento,3,2,97,97,325000
355459,-34.5846464,-58.4167573,Palermo,departamento,2,1,107,97,299000
295949,-34.591927,-58.4072045,Barrio Norte,departamento,1,1,60,52,179000
226410,-34.629483,-58.438876,Caballito,departamento,2,1,62,62,115000
59401,-34.5688176,-58.4881084,Villa Urquiza,departamento,2,1,46,42,117000
290674,-34.5630840327,-58.4644409112,Belgrano,departamento,4,3,100,95,248000
25885,-34.5954193,-58.4213337,Palermo,departamento,1,1,39,31,115000
70968,-34.6282,-58.511885,Versalles,ph,1,1,30,30,65000
411418,-34.5625089,-58.4598067,Belgrano,departamento,2,1,51,46,154000
151942,-34.5856203,-58.4196765,Palermo,departamento,4,3,118,109,290000
22701,-34.5522462,-58.4618987,Nuñez,departamento,3,2,64,64,142000
437884,-34.5660699,-58.4352699,Belgrano,departamento,4,3,158,150,490000
398611,-34.5590734,-58.4862266,Saavedra,departamento,3,2,64,57,159000
134177,-34.6130271,-58.4630191,Villa General Mitre,ph,4,3,126,63,135000
459370,-34.5671026,-58.4335212,Palermo,departamento,1,1,36,36,110000
132599,-34.6351091,-58.4513113,Parque Chacabuco,casa,4,3,136,111,250000
398616,-34.553137,-58.490674,Saavedra,departamento,3,2,87,79,239000
124868,-34.6047368,-58.3964021,Balvanera,departamento,3,2,77,77,120000
375382,-34.5828,-58.4428,Palermo,departamento,1,1,36,32,99022
296469,-34.6020232,-58.4129532,Abasto,departamento,3,2,60,60,143000
336617,-34.6115,-58.4739,Villa General Mitre,departamento,5,4,130,119,225000
142932,-34.6417874,-58.4726724,Parque Avellaneda,casa,7,5,220,220,280000
106995,-34.5960388,-58.3814627,Barrio Norte,departamento,3,2,68,68,160000
451255,-34.5706838127,-58.4441757202,Belgrano,departamento,2,1,45,42,86000
294077,-34.6139844,-58.4188525,Almagro,ph,3,2,81,81,114000
293659,-34.5760225,-58.4483554,Colegiales,departamento,3,2,143,66,220000
400243,-34.6092558,-58.477542,Villa General Mitre,departamento,3,2,54,49,125000
443696,-34.6100433,-58.4288317,Almagro,departamento,4,3,90,85,219900
449568,-34.5523283,-58.4631088,Nuñez,departamento,2,1,45,38,88308
459825,-34.626837,-58.437394,Caballito,departamento,3,2,82,71,250000
321547,-34.6058364,-58.5052091,Villa Devoto,departamento,2,1,67,46,109000
247534,-34.6172312,-58.4167364,Almagro,ph,3,2,154,63,175000
22733,-34.56733,-58.4754625,Coghlan,departamento,2,1,37,37,78000
129237,-34.59871416242959,-58.44012870878561,Villa Crespo,departamento,2,1,38,33,120000
456277,-34.5993966,-58.500797,Villa del Parque,ph,4,3,118,102,198000
241068,-34.5587943,-58.4628448,Belgrano,ph,3,2,83,77,170000
257124,-34.5914752,-58.3779191,Recoleta,departamento,3,2,77,69,188000
187337,-34.5499812,-58.4830928,Saavedra,departamento,2,1,43,40,114000
319146,-34.5518469,-58.4749959,Saavedra,departamento,2,1,73,50,180000
333226,-34.6201154,-58.4007333,San Cristobal,ph,2,1,45,35,70000
187415,-34.597054,-58.4325011,Villa Crespo,ph,2,1,36,36,78000
426157,-34.596224,-58.422107,Palermo,departamento,1,1,37,37,94900
241042,-34.5993183,-58.4897522,Villa del Parque,departamento,2,1,31,30,60000
39824,-34.6024974575,-58.3912359481,San Nicolás,departamento,4,3,92,92,200000
8176,-34.5960734762,-58.4336993632,Palermo,ph,2,1,73,63,229000
383314,-34.6167441,-58.5177602,Villa Devoto,departamento,2,1,72,42,132000
212965,-34.572523,-58.4810458,Villa Urquiza,departamento,2,1,46,42,125000
229519,-34.6344307,-58.4711644,Flores,ph,4,3,90,90,136000
76954,-34.5752344,-58.4841073,Villa Urquiza,departamento,4,3,121,107,420000
61568,-34.6019982,-58.4983296,Villa del Parque,casa,5,3,209,190,500000
214335,-34.5481841,-58.4723758,Nuñez,departamento,2,1,47,43,125000
74344,-34.606501,-58.421221,Almagro,departamento,3,2,81,77,120000
143270,-34.5640617,-58.4373774,Palermo,departamento,3,2,93,93,440000
204273,-34.603381,-58.3864511,San Nicolás,departamento,2,1,60,60,125000
37516,-34.603641,-58.492863,Villa del Parque,departamento,2,1,37,35,72000
65280,-34.6271738,-58.4710802,Flores,departamento,2,1,42,37,62000
260777,-34.5903866,-58.3944446,Recoleta,departamento,4,3,161,151,430000
229936,-34.5778570451,-58.4470617771,Colegiales,casa,4,3,150,110,340000
152077,-34.5548436,-58.4565897,Belgrano,departamento,1,1,47,44,99000
77722,-34.6170186,-58.4566894,Caballito,departamento,2,1,42,39,80000
86106,-34.619859,-58.43891,Caballito,departamento,3,2,63,51,120000
384427,-34.5620844,-58.4566864,Belgrano,departamento,3,2,76,57,150000
54079,-34.5700432,-58.4888771,Villa Urquiza,departamento,2,1,44,41,99000
100003,-34.5734158,-58.4479448,Colegiales,departamento,2,1,47,40,111390
159632,-34.6269931,-58.4697951,Flores,departamento,2,1,50,43,90000
94792,-34.6211008,-58.4382779,Caballito,departamento,3,2,75,60,148000
152503,-34.6032748,-58.4639271,Villa General Mitre,departamento,3,2,56,56,113000
394330,-34.5965768,-58.4243146,Palermo,casa,5,4,196,177,590000
307231,-34.5541063,-58.4771631,Saavedra,departamento,3,2,65,61,135000
168024,-34.6077279,-58.4097195,Balvanera,departamento,4,3,104,77,99000
444286,-34.618460091,-58.3608040606,Puerto Madero,departamento,2,1,70,70,367000
138964,-34.627198,-58.425957,Boedo,departamento,2,1,44,34,79000
379674,-34.560777,-58.458583,Belgrano,departamento,4,3,150,145,350000
186482,-34.6322772,-58.4259342,Parque Chacabuco,departamento,4,3,67,65,95000
404543,-34.5834061,-58.4236873,Palermo,departamento,2,1,35,31,106000
251410,-34.6333115,-58.526974,Versalles,ph,3,2,82,73,145000
20776,-34.6405266,-58.3777612,Barracas,departamento,2,1,82,82,170000
432108,-34.6022917422,-58.488381207,Villa del Parque,ph,3,2,120,72,109000
43026,-34.5740189,-58.4217738,Palermo,departamento,3,2,76,73,270000
280314,-34.6189445,-58.5069246,Monte Castro,departamento,2,1,52,47,112000
393281,-34.5578241,-58.4449218,Belgrano,ph,2,1,51,43,100000
95522,-34.6259216,-58.4894671,Floresta,ph,3,2,64,57,125000
306092,-34.6058675,-58.4266298,Almagro,departamento,3,2,75,61,122500
320429,-34.5786193,-58.4301003,Palermo,departamento,3,2,45,45,110000
114678,-34.6014654,-58.424287,Almagro,departamento,1,1,44,44,82000
349696,-34.566126,-58.463201,Belgrano,departamento,4,2,89,84,180000
44024,-34.5518155,-58.4431087,Belgrano,departamento,2,1,47,40,198000
361401,-34.5519464,-58.4720775,Nuñez,departamento,2,1,42,40,125000
113805,-34.554356,-58.458076,Belgrano,departamento,2,1,60,51,174900
432115,-34.5978379,-58.4861186,Villa del Parque,departamento,3,2,75,66,130000
408067,-34.5792103,-58.4292104,Palermo,departamento,2,1,68,68,172000
201175,-34.6345286,-58.479197,Floresta,ph,3,2,83,69,125000
197055,-34.6079883,-58.3941208,Congreso,departamento,2,1,36,36,74000
149348,-34.5743235104,-58.4732508659,Belgrano,departamento,1,1,35,32,132000
257194,-34.59111,-58.4006849,Recoleta,departamento,4,2,190,120,398000
293195,-34.5792569615,-58.4326799312,Palermo,departamento,2,1,59,35,188800
320288,-34.5412501,-58.4729664,Nuñez,departamento,2,1,60,50,114000
214519,-34.6157167,-58.4408152,Caballito,departamento,3,2,68,65,145000
240346,-34.6240519,-58.4495887,Caballito,departamento,3,2,60,59,134000
262742,-34.5873825,-58.3972762,Recoleta,departamento,2,1,33,33,68000
419654,-34.6094596,-58.4774049,Villa del Parque,departamento,2,1,37,37,70000
415876,-34.5952725,-58.3885878,Barrio Norte,departamento,3,2,85,77,210000
133593,-34.593769,-58.4007467,Recoleta,departamento,3,2,75,75,170000
219540,-34.5532829,-58.463747,Nuñez,departamento,3,2,76,66,210000
402860,-34.6031501,-58.4156587,Almagro,departamento,4,3,102,94,175000
450314,-34.5664822,-58.434343,Palermo,departamento,3,2,61,61,119000
356775,-34.5563087,-58.449196,Belgrano,departamento,2,1,57,54,195000
246376,-34.60146,-58.4127897,Abasto,departamento,3,2,69,57,159000
332344,-34.571166,-58.4306967,Palermo,departamento,2,1,44,40,180000
285817,-34.5984661,-58.3968004,Recoleta,departamento,2,1,42,42,87000
77760,-34.6327193,-58.5199267,Versalles,departamento,2,1,53,45,67000
362497,-34.5881504,-58.4010424,Recoleta,departamento,3,2,65,65,220000
237459,-34.599796,-58.451655,Villa Crespo,ph,2,1,44,36,80000
157265,-34.6282465,-58.4844109,Floresta,departamento,3,2,115,115,145000
25730,-34.5526902,-58.4681334,Nuñez,departamento,3,2,51,51,119000
85709,-34.6372845,-58.3761915,Barracas,ph,3,2,63,51,119000
194340,-34.5885715,-58.3826465,Recoleta,departamento,4,3,110,110,360000
115555,-34.567381,-58.485599,Villa Urquiza,departamento,2,1,46,43,184000
269667,-34.5792979,-58.4348134,Palermo,departamento,1,1,32,32,106000
343823,-34.6240233,-58.4378402,Caballito,departamento,4,3,120,113,298000
25805,-34.5845219,-58.4134053,Palermo,departamento,3,2,86,80,250000
174471,-34.5788855,-58.483028,Parque Chas,departamento,3,2,80,78,310000
164195,-34.6093294,-58.396864,Congreso,departamento,2,1,50,49,100000
23195,-34.6248512816,-58.434546398,Caballito,departamento,3,2,82,72,255000
301134,-34.6252238,-58.4501778,Caballito,departamento,3,2,48,47,110000
6630,-34.563745,-58.4669234,Belgrano,ph,5,3,170,170,350000
148123,-34.6319508285,-58.4414892197,Parque Chacabuco,departamento,3,2,55,51,95000
404817,-34.6104291574,-58.3989429474,Balvanera,departamento,3,2,62,62,74000
233348,-34.5866898,-58.4007359,Recoleta,departamento,2,1,42,40,109000
419243,-34.6045604,-58.4544233,Villa Crespo,departamento,2,1,37,37,69900
214521,-34.5906204708,-58.448666927,Chacarita,departamento,1,1,33,30,79000
295812,-34.6115181,-58.3738937,Monserrat,departamento,1,1,34,30,95000
2520,-34.5663836,-58.4629604,Belgrano,departamento,4,3,102,88,258000
432766,-34.6291003,-58.5014441,Velez Sarsfield,ph,1,1,68,34,105000
297871,-34.589588,-58.419861,Palermo,departamento,3,2,72,63,234000
157004,-34.6236828,-58.4177925,Boedo,departamento,2,1,107,107,196000
228190,-34.593259553683595,-58.4025719308655,Barrio Norte,departamento,5,3,142,130,389000
76841,-34.6593472103,-58.4888023138,Versalles,departamento,3,2,57,54,110000
17869,-34.6054975,-58.4554014,Paternal,departamento,1,1,33,30,77500
293369,-34.5629268378,-58.4546041489,Belgrano,departamento,3,2,95,89,389000
357147,-34.6257073,-58.5117232,Villa Luro,ph,3,2,129,74,130000
54336,-34.5479231,-58.4665241,Nuñez,departamento,3,2,86,55,240800
343649,-34.6138913,-58.3902301,Congreso,departamento,4,3,93,93,144000
293092,-34.547792287391374,-58.46573508523825,Nuñez,departamento,3,2,63,63,160000
285288,-34.611788,-58.464039,Villa General Mitre,ph,4,3,166,120,195000
114749,-34.5924574,-58.4127533,Palermo,departamento,1,1,43,39,141000
295956,-34.6016407,-58.4008021,Barrio Norte,departamento,6,5,191,183,187000
98855,-34.625209,-58.415182,Boedo,departamento,2,1,37,37,72000
380039,-34.6716,-58.4801,Villa Lugano,departamento,1,1,34,31,65000
411679,-34.599121,-58.3799832,San Nicolás,departamento,2,1,46,46,95000
96209,-34.5505382,-58.4576937,Nuñez,departamento,5,4,185,106,335000
142146,-34.5965227,-58.3871697,Recoleta,departamento,4,3,137,120,315000
26337,-34.6009428,-58.402444,Barrio Norte,departamento,4,3,105,100,210000
108942,-34.6005206,-58.3860756,San Nicolás,departamento,1,1,43,43,90000
344017,-34.6201191,-58.3616092,Puerto Madero,departamento,2,1,78,68,385000
424791,-34.6225388,-58.4617285,Flores,departamento,3,2,73,67,165000
412718,-34.587604,-58.4639727,Villa Ortuzar,ph,4,2,199,110,149000
126115,-34.5825491,-58.41735,Palermo,departamento,7,5,161,161,354000
61077,-34.6262509,-58.4205975,Boedo,ph,3,2,215,125,287000
313231,-34.5987724,-58.4116326,Palermo,departamento,3,2,70,67,230000
284257,-34.5891621,-58.3938749,Recoleta,departamento,2,1,42,42,145000
65845,-34.638926,-58.4325715,Parque Chacabuco,departamento,3,2,84,79,79000
101174,-34.5680643685,-58.4767234326,Villa Urquiza,departamento,2,1,46,42,119900
440898,-34.5922934,-58.3934279,Recoleta,departamento,3,2,113,110,289000
94260,-34.595663,-58.4098162,Palermo,ph,5,4,207,194,530000
254827,-34.625392,-58.415631,San Cristobal,departamento,3,2,77,67,149000
133822,-34.6006877,-58.5143934,Villa Devoto,departamento,2,1,70,50,130000
176165,-34.5600356,-58.4530472,Belgrano,departamento,3,2,64,55,200000
271963,-34.6072245,-58.4299827,Almagro,departamento,3,2,57,55,130000
164293,-34.6169871,-58.445827,Caballito,departamento,4,3,96,87,290000
242432,-34.6242634,-58.4337542,Caballito,departamento,4,3,129,106,440000
342747,-34.643582,-58.5228553,Liniers,casa,4,3,139,134,205000
254141,-34.5484018,-58.4571569,Nuñez,departamento,2,1,47,42,249000
196818,-34.5810524,-58.4592013,Chacarita,ph,3,2,111,80,247000
64019,-34.5965184,-58.4065741,Barrio Norte,departamento,1,1,32,30,85000
149912,-34.6318551,-58.4218354,Boedo,ph,3,2,70,65,130000
111519,-34.6203484,-58.3651522,Puerto Madero,departamento,2,1,118,74,280000
456097,-34.6405703,-58.4885623,Velez Sarsfield,casa,4,3,137,100,149000
95146,-34.60098768,-58.4468257427,Villa Crespo,casa,3,2,101,83,220000
324680,-34.6139012,-58.4343342,Caballito,departamento,4,3,84,84,159000
15145,-34.5619375,-58.4536358,Belgrano,departamento,2,1,47,42,175000
428032,-34.5883452,-58.3864261,Recoleta,departamento,3,2,88,88,220000
250928,-34.5563748,-58.464077,Belgrano,departamento,2,1,54,47,131000
63737,-34.5838884,-58.4088319,Palermo,departamento,3,2,73,72,185000
422659,-34.5799135,-58.4945873,Villa Urquiza,departamento,2,1,67,45,130000
398041,-34.5596631,-58.4623963,Belgrano,departamento,3,2,80,65,220000
424805,-34.631678,-58.4612825,Flores,departamento,3,2,72,65,124600
111542,-34.5750624794,-58.4731390701,Villa Urquiza,departamento,2,1,53,45,159900
99977,-34.5962231,-58.4045762,Recoleta,departamento,3,2,59,56,140000
44040,-34.5691954963,-58.457782527,Belgrano,departamento,3,2,78,78,269000
428890,-34.617637,-58.383451,Monserrat,departamento,3,2,41,35,50000
357641,-34.6185057,-58.5112193,Villa Devoto,casa,4,3,146,105,315000
32057,-34.5605912,-58.4635989,Belgrano,departamento,2,1,51,45,145000
188817,-34.5795050259,-58.4127090582,Palermo,departamento,2,1,88,80,260000
69664,-34.577686,-58.4029347,Palermo,departamento,3,2,94,94,470000
64612,-34.629798,-58.436103,Parque Chacabuco,departamento,1,1,34,34,48500
418355,-34.62837206561156,-58.463136978261836,Flores,departamento,4,3,152,135,205000
316914,-34.617178,-58.435628,Caballito,departamento,5,4,180,171,450000
285254,-34.6196208,-58.3783731,San Telmo,ph,4,3,58,58,70000
27590,-34.58221834118078,-58.42513596685544,Palermo,departamento,2,1,61,55,143300
276010,-34.582706,-58.4536945,Chacarita,ph,4,3,160,123,180000
445298,-34.562382,-58.454691,Belgrano,departamento,4,3,116,106,389900
304219,-34.554356,-58.458076,Belgrano,departamento,2,1,60,50,173900
329016,-34.615044,-58.508561,Villa Devoto,casa,5,4,165,165,300000
329932,-34.5871678,-58.3863838,Recoleta,departamento,3,2,111,111,285000
2212,-34.6008729,-58.4057603,Once,departamento,3,2,60,60,110000
455397,-34.573547,-58.4743559,Villa Urquiza,departamento,2,1,60,55,125000
27949,-34.6153092356,-58.4392856293,Caballito,departamento,2,1,54,49,135000
430141,-34.5860749,-58.4852002,Parque Chas,ph,3,2,101,76,229900
7541,-34.56249044330229,-58.4546909450343,Belgrano,departamento,4,3,148,115,470000
26017,-34.555488,-58.4584949,Belgrano,departamento,2,1,55,50,330000
84979,-34.62964,-58.460432,Flores,departamento,7,6,190,176,390000
388578,-34.56249044330229,-58.4546909450343,Belgrano,departamento,2,1,45,41,120000
128723,-34.6032285,-58.4225339,Almagro,departamento,3,2,72,68,145000
233443,-34.6176343,-58.3929981,Balvanera,departamento,4,3,54,54,83000
169070,-34.5773886,-58.5050902,Villa Urquiza,ph,3,2,95,60,155000
120021,-34.6462703,-58.5201662,Liniers,departamento,1,1,40,35,108000
27921,-34.6190189,-58.4332158,Caballito,departamento,4,3,147,137,473000
125951,-34.6082553,-58.421707,Almagro,departamento,3,2,65,62,149000
255914,-34.5896488,-58.3825258,Retiro,departamento,4,2,80,80,340000
360011,-34.5887429,-58.4207631,Palermo,departamento,3,2,81,65,294000
160137,-34.558112,-58.470111,Saavedra,departamento,2,1,69,45,135000
133218,-34.588031053,-58.4390739638,Palermo,departamento,2,1,57,51,165000
313457,-34.6033015,-58.4059201,Balvanera,departamento,4,1,132,102,145000
327220,-34.5928982077,-58.3834385265,Retiro,departamento,4,3,168,168,420000
354730,-34.6433,-58.4757,Parque Avellaneda,ph,4,3,109,68,89900
234985,-34.6314363,-58.4583602,Flores,departamento,3,2,58,58,79000
317658,-34.5999381,-58.4175186,Almagro,ph,3,2,90,70,155000
344787,-34.5957719,-58.3833761,Retiro,departamento,2,1,40,39,69000
